given_name,family_name,date_of_birth,place_of_birth
Beatrice,Hay,1919-01-29,Lisburn
Christopher,Bentham,1959-11-20,Oban
Jose,Allan,1931-01-30,Lurgan
Ada,Anderson,1940-02-03,Paisley
Jean,Denton,1976-12-25,Musselburgh
Hilda,Morrison,1850-01-12,Crieff
Alice,Scott,1840-10-16,Lanark
Philip,Rogerson,1926-03-20,Strabane
Elizabeth,Grant,1884-05-06,Brechin
Patrick,Wilson,1927-05-18,Bathgate
Elsie,Bennett,1927-09-04,Selkirk
Violet,Ritchie,1847-11-17,Annan
Ruth,Ritchie,1909-08-21,Kirriemuir
David,Clements,1849-05-28,Lurgan
Peter,Hopkins,1973-03-30,Peterhead
Jonathan,Beetham,1979-12-31,Dungannon
Amos,Reid,1987-09-16,Langholm
Christopher,Mitchell,1982-08-18,Dalkeith
Agnes,Thomson,1964-11-19,Kirkcaldy
Mabel,Penney,1984-10-14,Glasgow
Lily,Styles,1842-07-17,Stornoway
Ethel,Stevenson,1962-04-17,Milngavie
Edward,Simpson,1960-04-12,Rothesay
Henry,Hunter,1893-12-02,Buckie
Daniel,Marshall,1846-12-05,Invergordon
Michael,Wallis,1975-03-03,Dalkeith
Thirza,Simpson,1908-01-10,Jedburgh
Winifred,Bentham,1851-12-27,Ayr
Sean,Hutchinson,1975-03-13,Strabane
Elizabeth,Kennedy,1942-12-04,Brechin
Amos,Clark,1853-05-09,Dunfermline
Gladys,Fraser,1866-03-20,Dumbarton
Jonathan,Burns,1941-09-06,Kilsyth
Edith,Ferguson,1886-08-07,Aberdeen
Olive,Graham,1973-12-30,Edinburgh
Albert,Styles,1966-11-26,Carrickfergus
Daniel,Watson,1863-09-07,Peterhead
Norman,Styles,1874-10-13,Invergordon
Mary,Jones,1933-02-24,Stonehaven
Doris,Thomson,1960-04-19,Kinross
John,Williams,1974-01-14,Kilsyth
Andrew,Hamilton,1896-06-11,Kirkcaldy
Lily,Taylor,1935-11-22,Paisley
Nancy,Crawford,1925-09-30,Larne
Ethel,Bruce,1865-02-24,Kilmarnock
Hilda,Clements,1868-05-29,Stonehaven
Iris,Helm,1861-07-01,Brechin
Winifred,Duncan,1941-08-29,Ardrossan
Christopher,Bentham,1901-04-21,Motherwell
Olive,Styles,1962-06-24,Forfar
Helen,Joynson,1897-05-05,Thurso
Jean,Shaw,1959-03-03,West Calder
Olive,Craig,1915-09-20,Dromore
Mabel,Joynson,1874-12-18,Buckie
Samuel,Wallis,1883-04-02,Kinross
Edward,Gordon,1967-10-24,Oban
Margaret,Joynson,1942-05-05,Londonderry
George,Munro,1883-10-31,Aberdeen
Richard,Bell,1880-04-25,Banff
Kathleen,MacDonald,1872-04-10,Clydebank
Mabel,Booth,1841-06-05,Cupar
Christopher,Wright,1987-06-27,Newtownards
Josephine,Watson,1979-11-06,Kirkwall
Patrick,Beetham,1910-12-21,Wishaw
Doris,Barth,1928-08-16,Carluke
Richard,Brown,1897-03-01,Tillicoultry
Samuel,Marshall,1918-06-05,Strabane
Kathleen,Booth,1966-03-24,Kelso
Margaret,Duncan,1900-08-05,Milngavie
Lily,Findlay,1895-01-27,Campbeltown
Muriel,Milne,1922-06-12,Wishaw
Susan,Robertson,1873-11-24,Clydebank
Mary,Doyle,1978-09-13,Thurso
George,Fraser,1970-11-19,Bangor
Amos,Gray,1934-07-27,Keith
John,Findlay,1912-04-14,Dalbeattie
Alice,Styles,1912-01-02,Ardrossan
Philip,Latham,1948-11-07,Montrose
Sidney,Paterson,1894-06-20,Airdrie
Sarah,Bennett,1970-12-03,Newry
Winifred,Williams,1849-05-22,Golspie
Sean,Mitchell,1858-06-06,Inverness
Ethel,Hay,1867-08-25,Stranraer
Hilda,Cash,1976-11-13,Stonehaven
Jose,Hunter,1972-08-29,Strabane
Samuel,Stevenson,1936-05-11,Paisley
Edward,Mitchell,1844-10-02,Newtownards
Winifred,Humphreys,1871-07-20,Banbridge
Susan,Williams,1946-01-20,Kilsyth
Ruth,Latham,1949-03-24,Stirling
Mary,Thomson,1865-04-02,Dunfermline
Arthur,Helm,1929-05-08,Dalry
Colin,Joynson,1891-06-05,Larne
Kathleen,Millar,1888-12-14,Dalkeith
Alan,Crawford,1867-05-21,Carluke
Albert,Findlay,1956-10-15,Portadown
Charles,Martin,1864-03-19,Crieff
Sheila,Milne,1935-08-04,Lockerbie
Norman,Hutchinson,1957-09-24,Newtownards
Olive,Marshall,1956-01-07,Perth
Mary,Allan,1875-08-24,Bathgate
Norman,Cash,1964-04-21,Galashiels
Arthur,Allan,1844-12-03,Inverness
Jane,MacDonald,1851-02-10,Port Glasgow
Edith,Bennett,1850-06-17,Port Glasgow
Ronald,Henderson,1893-11-04,Bellshill
Ada,Hay,1914-04-26,Falkirk
Joseph,Walker,1899-03-06,Keith
Thirza,Hutchinson,1878-04-17,Montrose
Richard,Burns,1955-05-18,Peebles
Edith,Morrison,1896-07-26,Invergordon
Jane,Martin,1946-02-13,Dalkeith
Susan,Hay,1961-03-24,Dufftown
Muriel,Williamson,1851-05-10,Tillicoultry
Ronald,Joynson,1937-04-21,Kilsyth
Albert,Cash,1975-01-05,Kirkcaldy
Doris,Dixon,1848-01-10,Perth
Sarah,Ross,1855-04-14,Newtownards
Christopher,Bruce,1945-12-10,Carluke
Kenneth,Barth,1886-03-29,Peebles
Alice,Barth,1920-02-06,Haddington
Elizabeth,Renshaw,1945-07-25,Invergordon
Peter,Fraser,1861-12-13,Coleraine
James,Murray,1975-03-19,Dundee
Elizabeth,Simpson,1972-10-12,Montrose
Alice,Hyam,1901-12-08,Helensburgh
Catherine,McKay,1907-06-16,Galashiels
Ethel,Doyle,1890-09-18,Oban
Ian,Renshaw,1976-07-11,Dumbarton
Janet,Paterson,1988-02-06,Keith
Ruth,Duncan,1914-03-17,Galashiels
Jonathan,Taylor,1919-07-11,Haddington
Florence,Duncan,1897-08-12,Dingwall
Elizabeth,Wood,1921-05-02,Langholm
Mary,Styles,1919-04-13,Bridge of Allan
Anne,Hetherington,1912-05-28,Kirkwall
Edward,Humphreys,1925-05-05,Perth
Frederick,Wallis,1867-04-06,Armagh
John,Reid,1969-10-03,Londonderry
Jose,Jeffery,1962-12-09,Wishaw
Michael,Latham,1867-03-27,Bridge of Allan
Grace,Clark,1840-12-03,Hamilton
William,Simpson,1934-10-08,Leven
Donald,Hyam,1883-09-19,Wishaw
Winifred,Denton,1968-07-12,Blairgowrie
Robert,Gray,1990-03-26,Stranraer
Harold,Morrison,1865-07-07,Dalry
Ada,Duncan,1898-06-15,Stornoway
Ethel,Milne,1929-09-29,Banbridge
Margaret,Allan,1930-08-14,Crieff
Ronald,Thomson,1959-12-19,Dingwall
Iris,Campbell,1970-06-26,Kirkwall
Alan,Jones,1900-06-08,Port Glasgow
Muriel,Bruce,1929-06-06,Dunfermline
David,Beetham,1972-07-17,Irvine
Doris,Grant,1959-01-14,Langholm
Kenneth,Cunningham,1870-01-29,Coleraine
Elizabeth,Brown,1888-08-13,Kirkwall
Ian,Styles,1926-08-27,Hamilton
Henry,Black,1874-01-05,Ballymena
Samuel,Campbell,1973-01-21,Forfar
Janet,Hunter,1950-02-13,Keith
Alexander,Hyam,1966-05-21,Belfast
Elizabeth,Bell,1864-04-23,Bangor
Mary,Bennett,1860-09-15,Hawick
David,Wallace,1861-05-17,Inverness
Elizabeth,Munro,1977-08-05,Musselburgh
Alan,Stewart,1924-11-26,Hawick
Janet,Helm,1949-05-13,Armagh
Richard,Gordon,1922-06-20,Newtownards
Sidney,Murray,1955-03-04,Motherwell
Margaret,Bell,1876-12-05,Motherwell
Arthur,Jeffery,1848-10-04,Portadown
Thomas,Shaw,1985-08-11,Lockerbie
Iris,Wood,1870-09-04,Dalbeattie
Sarah,Munro,1862-11-13,Jedburgh
Jean,Clements,1943-05-07,Tillicoultry
Catherine,Taylor,1910-07-28,Newry
Sidney,Chandler,1926-11-17,Dalkeith
Lily,Dixon,1937-05-23,Musselburgh
Hilda,Mitchell,1894-10-29,Airdrie
Edith,Gordon,1945-01-25,Fraserburgh
Sarah,Wilson,1951-10-30,Banff
Stanley,Shaw,1940-03-26,Bangor
Sidney,Joynson,1890-07-06,Galashiels
Edith,Watt,1843-10-13,St Andrews
Edith,Mitchell,1940-05-27,Arbroath
Leonard,Bennett,1868-06-01,Glasgow
Jonathan,Hamilton,1929-10-28,Enniskillen
Peter,Hetherington,1935-11-03,Annan
Muriel,Hutchinson,1842-02-21,Coleraine
William,Kennedy,1913-05-12,Londonderry
Philip,Craig,1903-01-17,Glasgow
Ian,Simpson,1845-06-30,Armagh
Sidney,Burns,1886-07-27,Lerwick
David,Munro,1844-04-07,Downpatrick
Elsie,Burns,1933-05-20,Annan
Helen,Hunter,1870-01-21,Dalkeith
Sidney,Mitchell,1866-01-16,Dingwall
Albert,Ghillyer,1966-04-18,Coleraine
Mabel,Jeffery,1913-01-24,Musselburgh
Catherine,Wright,1905-07-17,Hamilton
Violet,Young,1911-01-08,Dunfermline
Beatrice,Bentham,1856-04-06,Lisburn
Amos,Sinclair,1935-07-14,Kirkcaldy
Amos,Renshaw,1913-02-13,Bridge of Allan
Colin,Burns,1891-02-06,Omagh
Janet,Scott,1953-09-10,Bellshill
Ada,Doyle,1911-10-21,Port Glasgow
Edith,Anderson,1950-11-10,Selkirk
Janet,Doyle,1840-03-05,Lisburn
Josephine,Jeffery,1935-12-27,Cupar
Sean,Fraser,1910-12-02,Arbroath
Gladys,Joynson,1968-11-26,Langholm
William,Crawford,1953-04-27,Tillicoultry
Sidney,Jones,1926-04-02,Montrose
Elizabeth,Campbell,1848-08-06,Banff
Andrew,Hutchinson,1937-02-19,Thurso
Doris,Wright,1842-08-26,Enniskillen
Ethel,Jones,1904-06-18,Glasgow
Beatrice,Penney,1892-12-16,Crieff
Frederick,Latham,1909-01-21,Fraserburgh
David,Wallis,1971-10-26,Strabane
Betty,Graham,1939-05-29,Strabane
Mary,Ghillyer,1918-06-16,Wick
Albert,Anderson,1888-06-23,Stirling
Mabel,Wallace,1889-02-23,Armagh
Ethel,Allan,1961-03-04,Belfast
Andrew,Booth,1844-07-26,Stirling
Gladys,Wright,1922-11-28,Dumfries
Kenneth,Norman,1920-06-02,Lerwick
Sarah,Kerr,1840-10-11,Banbridge
Colin,Hutchinson,1853-02-07,Arbroath
Mary,Smith,1860-06-04,Thurso
Florence,Findlay,1846-06-16,Tillicoultry
Betty,Brown,1841-11-30,Dalbeattie
Jane,Brown,1845-07-06,Lurgan
Jean,Shaw,1953-04-24,Hawick
Daniel,Thomson,1961-12-03,Wishaw
Charles,Taylor,1859-12-20,Belfast
Sheila,Wright,1976-11-30,Nairn
David,Henderson,1896-06-05,Alloa
Thirza,Ross,1876-06-22,Bangor
Albert,Simpson,1869-12-12,Irvine
Jonathan,McKay,1875-10-27,Kirriemuir
Betty,Wallace,1978-10-06,Kirkintilloch
Jonathan,Watson,1897-05-01,Dunfermline
Helen,Kerr,1853-07-02,Lanark
Donald,Williamson,1896-05-16,Cupar
Michael,Stevenson,1981-05-09,Kilsyth
Agnes,Wood,1870-04-29,Belfast
Thomas,Munro,1967-02-02,Peebles
George,Gray,1926-07-27,Glasgow
Norman,Wilson,1949-11-07,Lanark
Nellie,Ghillyer,1983-08-16,Stonehaven
Janet,Fraser,1868-10-01,Bellshill
Stanley,Renshaw,1925-12-17,Dufftown
George,Watson,1987-12-31,Cookstown
Helen,Craig,1878-06-23,Enniskillen
Thirza,Helm,1978-04-24,Kirkintilloch
Arthur,Reid,1884-01-11,Wishaw
Hilda,Hyam,1924-10-23,Dunfermline
Iris,Farrow,1925-09-02,Jedburgh
Thomas,MacDonald,1953-06-03,Jedburgh
Hugh,Wood,1850-09-08,Alloa
Daniel,Shaw,1855-12-02,Wick
Violet,Duncan,1946-03-08,Clydebank
Colin,Cunningham,1882-05-18,Larne
Richard,McKay,1847-04-17,Kilmarnock
Catherine,Molnar,1927-05-11,Strabane
Harold,Styles,1844-01-04,Carrickfergus
Albert,Norman,1871-10-13,Aberdeen
Amos,Currie,1848-01-30,Helensburgh
Gladys,Wallace,1910-10-31,Dunfermline
Robert,Grant,1854-12-20,Portadown
Albert,Humphreys,1846-10-10,Inverness
Stanley,Kerr,1951-05-08,Kinross
Edith,MacDonald,1940-09-10,Dromore
Steven,Brown,1966-09-28,Belfast
Sean,Shaw,1965-09-17,Helensburgh
Mabel,Penney,1974-05-30,Dundee
Ruth,Beetham,1963-03-30,Stornoway
Alan,Campbell,1867-11-28,Carrickfergus
George,Smith,1968-11-26,Omagh
Arthur,Williamson,1964-09-19,Dundee
Daniel,Hetherington,1868-11-06,Wishaw
Jose,Ferguson,1887-08-29,Irvine
Christopher,Walker,1983-05-30,Cookstown
Sidney,Scott,1952-07-10,Kinross
Elsie,Humphreys,1960-02-16,Brechin
Sheila,Barth,1954-09-04,Golspie
Sean,Shaw,1864-02-01,Downpatrick
Ada,Clements,1946-11-07,Downpatrick
Helen,Murray,1977-03-12,St Andrews
Florence,Anderson,1858-03-14,Ayr
David,Allan,1885-10-21,Portadown
Lily,Chandler,1938-07-07,Downpatrick
Robert,Marshall,1889-03-04,Kirkintilloch
Ian,MacDonald,1988-11-22,Musselburgh
Nancy,Thomson,1848-08-14,Golspie
Thomas,Doyle,1912-08-27,Coleraine
Peter,Anderson,1983-12-22,Kinross
James,Hyam,1898-06-01,Dumfries
Philip,Shaw,1971-02-28,Cupar
Albert,Renshaw,1847-10-29,Helensburgh
Michael,Brown,1858-07-27,Bangor
George,Paterson,1981-04-15,Lurgan
Peter,Stewart,1964-03-15,Newton Stewart
Sarah,Murray,1892-11-06,Stonehaven
Harold,Sinclair,1871-05-19,Nairn
Ethel,Humphreys,1908-01-28,Thurso
Leonard,Williams,1844-09-18,Helensburgh
Ada,Dixon,1986-08-02,Buckie
Christopher,Williams,1867-01-02,Dingwall
Helen,Burns,1884-08-20,Wishaw
Elsie,Cunningham,1865-11-17,Motherwell
Ian,Farrow,1945-06-29,Tillicoultry
Nellie,Douglas,1921-11-13,Kirriemuir
Sheila,Bennett,1856-02-09,Dungannon
Frederick,Findlay,1944-02-06,Stirling
Robert,Humphreys,1887-01-23,Haddington
Violet,Taylor,1898-05-23,Helensburgh
James,Ritchie,1970-04-05,Oban
Ronald,Clements,1879-07-07,Aberdeen
Charles,Gray,1884-03-23,Stornoway
Gladys,Duff,1840-05-08,Kilmarnock
Andrew,Dixon,1973-03-25,Keith
David,Hutchinson,1939-12-03,Enniskillen
Edward,Murray,1938-08-13,Forres
Lily,Dixon,1901-07-16,Port Glasgow
Henry,Fraser,1918-07-19,Linlithgow
Steven,Ross,1989-07-06,Kirkwall
Amos,Thomson,1840-08-20,Greenock
Leonard,Helm,1965-02-19,Leven
Kenneth,Sinclair,1872-05-12,Keith
Betty,Doyle,1865-02-04,Musselburgh
Leonard,Joynson,1885-02-24,West Calder
Peter,Walker,1959-03-03,Cookstown
Sarah,Simpson,1970-07-16,Carrickfergus
Richard,Williamson,1949-04-07,Enniskillen
Patrick,Duff,1906-03-22,Dundee
Sidney,Doyle,1868-09-25,Dingwall
Violet,Cunningham,1911-10-03,Strabane
Richard,Murray,1948-07-01,Campbeltown
Christopher,Murray,1897-10-01,Ayr
Elizabeth,Kennedy,1976-02-22,Newry
Edith,Craig,1921-03-06,Langholm
Lily,Craig,1985-04-04,Paisley
Ethel,Hetherington,1848-09-19,Perth
Margaret,McKay,1968-05-22,Strabane
Hilda,Williamson,1958-08-26,Langholm
Gladys,Campbell,1849-06-01,St Andrews
Mary,Watson,1868-04-05,Kilsyth
Donald,Anderson,1874-01-25,Peterhead
Kenneth,Sinclair,1964-12-18,Motherwell
Ethel,Brown,1958-06-26,Cupar
Daniel,Venters,1861-01-20,Airdrie
Sean,Walker,1866-09-19,Armagh
Nancy,Reid,1904-07-09,Irvine
Betty,Williams,1954-08-20,Dumbarton
Gladys,MacDonald,1893-08-14,Newtownards
Kathleen,Barth,1915-02-14,Coatbridge
James,Stewart,1965-08-08,Selkirk
Iris,Dixon,1843-06-05,Newry
Ethel,Jeffery,1883-11-22,Invergordon
Jean,Morrison,1887-07-12,Carluke
Margaret,Hamilton,1849-03-21,Edinburgh
George,Molnar,1850-01-08,Wishaw
Albert,Currie,1958-03-23,Helensburgh
Gladys,Mclaughlan,1946-07-17,Peterhead
Daniel,Booth,1880-07-15,Lurgan
Catherine,Crawford,1863-04-28,Campbeltown
Beatrice,Renshaw,1952-06-06,Peebles
Thomas,Duncan,1888-06-25,Newry
Jean,Wilson,1862-04-17,Coatbridge
Doris,Henderson,1955-01-02,Golspie
Daniel,Kerr,1918-07-09,Bridge of Allan
Janet,Wilson,1856-09-11,Fraserburgh
Josephine,Jones,1937-09-26,Kelso
Edward,Kerr,1923-02-14,Peebles
Philip,Sinclair,1971-06-23,Banbridge
Charles,Scott,1917-11-26,Londonderry
Stanley,Penney,1975-07-29,Stonehaven
Ada,Sinclair,1986-04-15,Irvine
Edward,Mitchell,1933-10-06,Galashiels
Steven,Bell,1843-07-05,Oban
Muriel,Wallace,1961-10-26,Grantown-on-Spey
Norman,Humphreys,1934-11-03,Forres
Gladys,Williams,1848-05-30,Hamilton
Florence,Barth,1917-06-12,Blairgowrie
Philip,Hyam,1883-11-14,Larne
Philip,Crawford,1948-12-04,Hawick
Alan,Williams,1924-01-20,Newtownards
Jean,Bell,1962-09-03,Peterhead
Mary,Ferguson,1894-02-22,Castle Douglas
Ronald,Stewart,1891-01-01,Newton Stewart
Harold,Ferguson,1939-08-24,Kilsyth
John,Smith,1954-07-05,Larne
Hugh,Hopkins,1961-10-15,Kilmarnock
Edith,Wilson,1936-01-31,West Calder
Sheila,MacDonald,1932-02-13,Leven
Edward,Bentham,1965-09-14,Belfast
Richard,Burns,1929-06-23,Kelso
Alan,Bruce,1887-06-30,Galashiels
George,Fraser,1891-07-02,Nairn
Henry,Williams,1921-09-04,Linlithgow
Nancy,Henderson,1927-08-12,Tillicoultry
Muriel,Gordon,1851-01-08,Rothesay
Amos,Martin,1957-10-14,Banbridge
Mary,Wright,1981-11-29,Dalbeattie
Mabel,Jeffery,1891-06-19,Forfar
Norman,Marshall,1891-03-14,Oban
Susan,Jeffery,1907-01-27,Kinross
Albert,Beetham,1974-03-01,Strabane
Edward,Johnston,1842-10-18,Kirkintilloch
Leonard,Mclaughlan,1927-03-10,Inverness
Olive,Marshall,1980-06-29,Lisburn
Frederick,Watson,1970-10-19,Stonehaven
Peter,Johnston,1962-08-09,Ayr
Donald,Humphreys,1967-11-07,Barrhead
John,Hetherington,1962-01-13,Dufftown
Hilda,Douglas,1864-12-22,Barrhead
Amos,Graham,1957-07-18,Port Glasgow
Jane,Watson,1906-08-13,Newton Stewart
Sean,Walker,1868-05-02,Newtownards
Steven,Hutchinson,1941-12-31,Bridge of Allan
Betty,Ritchie,1928-12-24,Coleraine
Thirza,Bentham,1957-05-24,Stranraer
Peter,Wilson,1990-09-20,Peebles
John,Hopkins,1973-07-17,Portsoy
Sean,Hay,1904-07-31,Falkirk
Nellie,McKay,1851-03-13,Helensburgh
Kathleen,Graham,1896-11-08,Portadown
Elizabeth,Bentham,1880-01-09,Cookstown
Steven,Gordon,1937-03-07,Helensburgh
Patrick,Wright,1919-08-17,Dromore
Ethel,Jeffery,1952-04-25,Peebles
Florence,Beetham,1970-03-13,Newton Stewart
Leonard,Mclaughlan,1856-04-12,Alloa
Amos,Helm,1901-02-21,Oban
Michael,Humphreys,1857-04-12,Cupar
Richard,Bruce,1903-11-21,Lockerbie
James,Chandler,1917-08-19,Londonderry
Hilda,Duncan,1951-08-08,Carrickfergus
Philip,Chandler,1907-07-11,Inverness
Violet,Craig,1903-03-13,Coatbridge
Peter,Hyam,1873-01-29,St Andrews
Florence,Joynson,1945-07-29,Anstruther
Harold,Cunningham,1873-09-24,Banff
Sheila,Taylor,1963-12-18,Stranraer
Hilda,Farrow,1975-10-13,Armagh
Steven,Findlay,1889-09-09,Linlithgow
Jane,Clark,1915-02-07,Omagh
Grace,Stevenson,1928-09-04,Kilmarnock
Henry,Sinclair,1936-11-11,Aberdeen
Kenneth,Thomson,1951-08-24,Galashiels
Daniel,Findlay,1966-01-21,Downpatrick
Grace,Black,1876-04-13,Greenock
Ethel,Thomson,1847-10-28,Falkirk
Anne,Thomson,1875-03-26,Brechin
Robert,Ghillyer,1924-04-12,Peebles
Amos,Duff,1954-01-23,Helensburgh
Iris,MacDonald,1987-03-26,Wishaw
Helen,Shaw,1981-11-11,Paisley
Doris,Taylor,1953-09-03,Kinross
Samuel,Shaw,1941-06-16,Stirling
Norman,Grant,1969-10-17,Huntly
Alice,Hyam,1874-02-08,Edinburgh
David,Beetham,1875-10-12,Huntly
Jane,Jones,1926-08-17,Ballymoney
Richard,Martin,1885-05-12,Milngavie
Jose,Molnar,1860-05-14,Alloa
Andrew,Anderson,1853-09-06,Glasgow
Sarah,Murray,1847-04-04,Linlithgow
Samuel,Rogerson,1908-11-08,Coleraine
Jean,Johnston,1966-09-09,Bellshill
Jane,Watt,1962-10-23,Ballymoney
Florence,Dixon,1980-08-27,Selkirk
Ada,Gray,1868-07-29,Dunfermline
Violet,Ross,1935-04-02,Grantown-on-Spey
Amos,Wright,1978-09-24,Kirkwall
Frederick,Currie,1938-08-28,Thurso
Henry,Watson,1893-09-09,Milngavie
Ruth,Hopkins,1844-01-27,Fraserburgh
Alice,Humphreys,1960-01-08,Invergordon
Jose,Barth,1879-06-20,Dalbeattie
Ronald,Jeffery,1879-06-03,Peebles
Mabel,Henderson,1875-11-12,Falkirk
Richard,Allan,1911-06-16,Carrickfergus
Kenneth,Ghillyer,1862-04-02,West Calder
Gladys,Craig,1859-09-22,Dungannon
Peter,Millar,1946-10-03,Musselburgh
Charles,Brown,1919-06-01,Ballymoney
Nellie,Martin,1935-11-02,Barrhead
Elsie,Hunter,1953-02-28,Lockerbie
David,Booth,1974-10-22,Newry
Josephine,Young,1957-04-25,Stornoway
Catherine,Ross,1891-07-14,Castle Douglas
Norman,Scott,1842-03-28,Newton Stewart
Ruth,Millar,1849-01-04,Nairn
Leonard,Jeffery,1854-01-09,Kilmarnock
Robert,Ghillyer,1873-10-09,Annan
Alice,Milne,1873-07-09,Lerwick
George,Henderson,1934-07-06,Portadown
Daniel,Reid,1904-02-18,Dromore
James,Crawford,1843-10-22,Port Glasgow
Elizabeth,Helm,1906-01-31,Wick
Sidney,Booth,1863-12-22,Keith
Andrew,Wood,1901-04-04,Omagh
Nellie,Douglas,1913-03-18,Strabane
Kenneth,Fraser,1986-03-24,Coatbridge
Sheila,Wright,1948-11-13,Buckie
Helen,Millar,1869-08-21,Armagh
Leonard,Wright,1937-03-14,Lurgan
David,Duff,1958-01-09,Kilmarnock
Richard,Barth,1879-01-27,Kelso
Catherine,Ritchie,1896-11-17,Larne
Hugh,Gray,1931-01-09,Lanark
Anne,Williamson,1888-11-02,Greenock
Ethel,Duncan,1848-12-02,Enniskillen
Philip,Gray,1982-11-12,Wishaw
Olive,Hyam,1945-02-12,Annan
Amos,Bell,1983-10-20,Portadown
James,Gray,1954-11-09,Strabane
Ian,Hutchinson,1855-02-16,Dromore
Ronald,Hetherington,1867-12-03,Belfast
Anne,Bruce,1902-06-02,Strabane
Olive,Barth,1948-07-03,Huntly
Joseph,Ghillyer,1971-01-25,Leven
Colin,Bruce,1966-06-04,Musselburgh
Iris,Anderson,1865-02-13,Dungannon
Amos,Wilson,1988-08-04,Bangor
Helen,Ghillyer,1888-10-19,Linlithgow
Donald,Wilson,1889-11-26,Galashiels
Kenneth,Martin,1846-10-11,Airdrie
Thirza,Renshaw,1857-09-29,Peebles
Nancy,Millar,1876-08-09,Haddington
Stanley,Marshall,1962-01-05,Downpatrick
Olive,Young,1887-09-03,Dalbeattie
Peter,Smith,1985-09-02,Montrose
Leonard,Johnston,1886-10-30,Golspie
Michael,Taylor,1961-11-12,Linlithgow
Alice,Chandler,1888-07-01,Milngavie
Hugh,Ghillyer,1841-07-06,Buckie
Sheila,Marshall,1950-12-23,Port Glasgow
Jose,Stevenson,1842-07-20,Forres
Michael,Joynson,1884-11-17,Dumbarton
Joseph,Scott,1895-11-13,Banff
Sean,Grant,1881-05-13,Buckie
Florence,Chandler,1891-05-30,Kirkwall
Ethel,Clark,1862-07-30,Langholm
Kenneth,Morrison,1990-09-22,Thurso
Ethel,Styles,1858-01-09,Stirling
Agnes,Watson,1879-02-20,Forfar
Nancy,Cash,1845-11-04,Leven
Anne,Jones,1869-08-09,Peterhead
Patrick,Bentham,1856-02-01,Kelso
Andrew,Currie,1900-06-25,Bellshill
Margaret,Hetherington,1969-02-10,Forfar
Jose,Munro,1930-09-26,Ballymena
Stanley,Brown,1945-06-01,Keith
Frederick,Robertson,1956-05-20,Invergordon
David,Joynson,1946-01-30,Enniskillen
Ronald,Smith,1891-04-03,Dungannon
Charles,Scott,1960-06-06,Selkirk
Ronald,Watt,1862-06-28,Dingwall
Edith,Murray,1916-10-26,Falkirk
Henry,Marshall,1905-11-07,Ballymena
Colin,Johnston,1958-02-26,Dalbeattie
Jose,Styles,1943-07-01,Dalry
Josephine,Simpson,1870-02-28,Aberdeen
James,Williams,1878-12-20,Haddington
Susan,Rogerson,1943-09-24,Enniskillen
Philip,Hay,1952-05-30,Campbeltown
Nellie,Milne,1926-08-02,Stranraer
Ada,Milne,1847-06-23,Newtownards
Hilda,Robertson,1906-06-18,Golspie
Samuel,Williamson,1958-11-24,Motherwell
Donald,Kerr,1954-12-08,Dalry
Helen,Marshall,1852-09-14,Armagh
Kathleen,Williams,1865-06-08,Coleraine
Leonard,Stewart,1873-09-29,Castle Douglas
Charles,Williamson,1935-12-01,Dromore
Helen,Campbell,1973-02-12,Golspie
Josephine,Hunter,1954-10-07,Ballymena
Alan,Duncan,1843-03-30,Wick
Daniel,Booth,1929-05-14,Strabane
Beatrice,Barth,1979-03-17,Newry
Iris,Gordon,1846-06-23,Ballymoney
Thomas,Williams,1927-12-16,Lerwick
Edward,Ross,1943-09-07,Kilmarnock
Frederick,Williamson,1981-07-10,Oban
Iris,Hopkins,1921-10-18,Ballymena
Joseph,Grant,1949-08-09,Dalry
Violet,Fraser,1841-02-15,Selkirk
Ronald,Stevenson,1986-09-12,Falkirk
Stanley,Rogerson,1959-04-04,Crieff
Dorothy,Wallis,1939-03-11,Kelso
Catherine,Wilson,1883-09-21,Arbroath
Ian,Bruce,1868-07-16,Bridge of Allan
Jane,Gordon,1968-06-20,Montrose
Helen,Duff,1854-12-09,Edinburgh
Grace,Humphreys,1960-05-11,Perth
Leonard,Mclaughlan,1933-07-07,Perth
Amos,Murray,1963-01-22,Ballymoney
Sheila,Doyle,1982-12-17,Rothesay
Florence,Findlay,1914-09-30,Thurso
Dorothy,Watson,1967-11-25,Golspie
Stanley,Wright,1900-07-20,Stranraer
Edith,Henderson,1842-04-17,Stranraer
Donald,Marshall,1894-09-22,Bathgate
Mabel,Wright,1951-04-15,Portsoy
Steven,Walker,1847-02-22,Fraserburgh
Philip,Stewart,1906-10-19,Enniskillen
Thirza,Penney,1925-06-26,Grantown-on-Spey
Lily,Clark,1856-06-02,Aberdeen
Doris,Sinclair,1879-07-21,Kirkcaldy
Dorothy,Thomson,1898-03-03,Ballymoney
Mary,Bentham,1920-08-19,Kilmarnock
Arthur,MacDonald,1884-11-20,Coleraine
Frederick,McKay,1866-03-27,Belfast
Florence,MacDonald,1894-03-05,Downpatrick
Hugh,Ross,1925-11-25,Arbroath
Frederick,Wallis,1946-06-04,Carrickfergus
Nancy,Douglas,1906-06-13,Ballymoney
Elsie,Taylor,1929-01-27,Peterhead
Donald,Robertson,1851-04-06,Dromore
Alexander,McKay,1876-04-09,Elgin
Mabel,Henderson,1897-09-29,Wishaw
Stanley,Johnston,1989-05-21,Huntly
